Generation,BestFitness,AverageFitness,SpeciesCount,AverageComplexity,ChampionSteps
172,301.600000,205.253333,84,24.046667,300.600000
173,301.600000,205.245333,84,24.073333,300.600000
174,301.600000,201.136000,84,23.920000,300.600000
175,301.600000,195.448000,84,24.300000,300.600000
176,301.600000,201.120000,84,23.800000,300.600000
177,301.600000,201.442667,84,24.086667,300.600000
178,301.600000,202.646667,84,24.100000,300.600000
179,301.600000,209.672000,84,23.933333,300.600000
180,301.600000,198.557333,84,24.166667,300.600000
181,301.600000,211.448000,84,24.160000,300.600000
182,301.600000,203.108000,84,23.966667,300.600000
183,301.600000,206.918667,84,24.106667,300.600000
184,301.600000,195.588000,85,24.086667,300.600000
185,301.600000,209.786667,85,23.926667,300.600000
186,301.600000,205.661333,86,23.986667,300.600000
187,301.600000,207.498667,86,24.180000,300.600000
188,301.600000,207.957333,86,24.333333,300.600000
189,301.600000,207.534667,86,24.146667,300.600000
190,301.600000,209.990667,86,24.140000,300.600000
191,301.600000,203.121333,86,23.880000,300.600000
192,301.600000,207.784000,86,24.073333,300.600000
193,301.600000,201.720000,86,24.086667,300.600000
194,301.600000,198.688000,86,24.206667,300.600000
195,301.600000,201.521333,86,24.080000,300.600000
196,301.600000,202.384000,86,23.953333,300.600000
197,301.600000,208.370667,86,24.286667,300.600000
198,301.600000,204.889333,86,24.120000,300.600000
199,301.600000,201.749333,87,24.100000,300.600000
200,301.600000,189.768000,87,24.153333,300.600000
201,301.600000,200.789333,87,23.866667,300.600000
202,301.600000,208.600000,87,23.960000,300.600000
203,301.600000,206.650667,87,24.020000,300.600000
204,301.600000,207.806667,87,23.980000,300.600000
205,301.600000,211.849333,88,23.846667,300.600000
206,301.600000,217.856000,88,24.453333,300.600000
207,301.600000,206.296000,88,24.233333,300.600000
208,301.600000,205.094667,88,24.066667,300.600000
209,301.600000,212.153333,88,23.993333,300.600000
210,301.600000,203.548000,88,23.973333,300.600000
211,301.600000,214.797333,88,24.120000,300.600000
212,301.600000,199.570667,88,24.066667,300.600000
213,301.600000,206.805333,88,24.140000,300.600000
214,301.600000,208.013333,88,24.020000,300.600000
215,301.600000,202.958667,89,24.313333,300.600000
216,301.600000,201.501333,89,24.220000,300.600000
217,301.600000,202.658667,89,24.066667,300.600000
218,301.600000,202.632000,89,24.306667,300.600000
219,301.600000,210.030667,90,23.920000,300.600000
220,301.600000,205.957333,90,24.273333,300.600000
221,301.600000,202.930667,90,24.026667,300.600000
222,301.600000,205.630667,90,24.620000,300.600000
223,301.600000,203.326667,91,24.353333,300.600000
224,301.600000,205.908000,91,24.313333,300.600000
225,301.600000,214.757333,91,24.286667,300.600000
226,301.600000,204.556000,91,24.520000,300.600000
227,301.600000,213.592000,91,24.080000,300.600000
228,301.600000,209.294667,91,24.320000,300.600000
229,301.600000,206.326667,91,24.400000,300.600000
230,301.600000,213.757333,91,24.553333,300.600000
231,301.600000,208.952000,92,24.300000,300.600000
232,301.600000,209.048000,92,24.680000,300.600000
233,301.600000,205.976000,92,24.126667,300.600000
234,301.600000,205.064000,92,24.580000,300.600000
235,301.600000,196.633333,92,24.593333,300.600000
236,301.600000,200.250667,92,24.360000,300.600000
237,301.600000,199.953333,92,24.573333,300.600000
238,301.600000,206.501333,92,24.500000,300.600000
239,301.600000,210.617333,92,24.533333,300.600000
240,301.600000,208.874667,93,24.173333,300.600000
241,301.600000,197.821333,93,24.560000,300.600000
242,301.600000,211.004000,93,24.433333,300.600000
243,301.600000,207.272000,93,24.800000,300.600000
244,301.600000,212.445333,93,24.466667,300.600000
245,301.600000,205.404000,94,24.486667,300.600000
246,301.600000,210.765333,95,24.113333,300.600000
247,301.600000,200.842667,96,24.506667,300.600000
248,301.600000,212.026667,96,24.553333,300.600000
249,301.600000,215.932000,96,24.433333,300.600000
250,301.600000,204.238667,96,24.233333,300.600000
251,301.600000,205.616000,96,24.593333,300.600000
252,301.600000,205.869333,96,24.186667,300.600000
253,301.600000,201.966667,96,24.726667,300.600000
254,301.600000,204.316000,96,24.360000,300.600000
255,301.600000,210.160000,96,24.466667,300.600000
256,301.600000,210.209333,96,24.606667,300.600000
257,301.600000,210.228000,97,24.533333,300.600000
258,301.600000,213.445333,97,24.360000,300.600000
259,301.600000,206.362667,97,24.393333,300.600000
260,301.600000,208.233333,97,24.080000,300.600000
261,301.600000,206.850667,97,24.386667,300.600000
262,301.600000,201.917333,97,24.226667,300.600000
263,301.600000,213.533333,97,24.326667,300.600000
264,301.600000,213.541333,96,24.426667,300.600000
265,301.600000,201.769333,96,24.406667,300.600000
266,301.600000,203.093333,96,24.733333,300.600000
267,301.600000,210.054667,96,24.286667,300.600000
268,301.600000,219.469333,96,24.866667,300.600000
269,301.600000,209.088000,96,24.813333,300.600000
270,301.600000,214.742667,96,24.546667,300.600000
271,301.600000,217.793333,96,24.773333,300.600000
272,301.600000,214.445333,96,24.573333,300.600000
273,301.600000,211.986667,96,24.593333,300.600000
274,301.600000,210.005333,96,24.566667,300.600000
275,301.600000,213.386667,96,24.493333,300.600000
276,301.600000,209.296000,96,24.940000,300.600000
277,301.600000,203.174667,96,24.700000,300.600000
278,301.600000,207.122667,96,24.513333,300.600000
279,301.600000,217.930667,96,24.580000,300.600000
280,301.600000,213.774667,96,24.786667,300.600000
281,301.600000,202.689333,96,24.600000,300.600000
282,301.600000,208.642667,96,24.426667,300.600000
283,301.600000,217.034667,96,24.606667,300.600000
284,301.600000,207.922667,96,24.713333,300.600000
285,301.600000,215.704000,96,24.640000,300.600000
286,301.600000,207.501333,96,24.500000,300.600000
287,301.600000,221.489333,96,24.606667,300.600000
288,301.600000,216.176000,96,24.533333,300.600000
289,301.600000,205.868000,96,24.740000,300.600000
290,301.600000,215.106667,96,24.466667,300.600000
291,301.600000,213.706667,97,24.800000,300.600000
292,301.600000,210.580000,97,24.966667,300.600000
293,301.600000,203.010667,97,24.653333,300.600000
294,301.600000,203.620000,97,24.853333,300.600000
295,301.600000,202.750667,97,24.640000,300.600000
296,301.600000,199.844000,97,24.826667,300.600000
297,301.600000,203.929333,97,24.766667,300.600000
298,301.600000,210.102667,97,24.780000,300.600000
299,301.600000,203.378667,97,24.666667,300.600000
