Generation,BestFitness,AverageFitness,SpeciesCount,AverageComplexity,ChampionSteps
211,312.800000,256.624000,86,24.160000,311.800000
212,312.800000,264.452000,86,24.206667,311.800000
213,312.800000,261.849333,87,24.273333,311.800000
214,312.800000,254.961333,87,24.713333,311.800000
215,312.800000,261.780000,87,24.166667,311.800000
216,312.800000,257.190667,87,24.220000,311.800000
217,312.800000,261.284000,87,24.413333,311.800000
218,312.800000,261.610667,87,24.073333,311.800000
219,312.800000,267.068000,87,24.226667,311.800000
220,312.800000,257.649333,87,24.060000,311.800000
221,312.800000,262.524000,87,24.393333,311.800000
222,312.800000,254.694667,87,24.126667,311.800000
223,312.800000,266.938667,87,24.520000,311.800000
224,312.800000,256.708000,89,24.320000,311.800000
225,312.800000,248.954667,89,24.200000,311.800000
226,312.800000,260.434667,89,24.346667,311.800000
227,312.800000,255.417333,89,24.520000,311.800000
228,312.800000,264.245333,89,24.500000,311.800000
229,312.800000,256.209333,90,24.226667,311.800000
230,312.800000,266.794667,91,24.373333,311.800000
231,312.800000,262.526667,91,24.413333,311.800000
232,312.800000,254.058667,91,24.466667,311.800000
233,312.800000,251.597333,91,24.700000,311.800000
234,312.800000,254.446667,91,24.506667,311.800000
235,312.800000,242.992000,91,24.393333,311.800000
236,312.800000,249.280000,91,24.413333,311.800000
237,312.800000,252.845333,91,24.666667,311.800000
238,312.800000,260.664000,91,24.200000,311.800000
239,312.800000,259.821333,91,24.646667,311.800000
240,312.800000,258.533333,91,24.166667,311.800000
241,312.800000,263.898667,91,24.760000,311.800000
242,312.800000,252.481333,91,24.560000,311.800000
243,312.800000,261.264000,92,24.566667,311.800000
244,312.800000,263.008000,92,24.206667,311.800000
245,312.800000,265.090667,92,24.853333,311.800000
246,312.800000,262.033333,92,24.453333,311.800000
247,312.800000,268.212000,92,24.493333,311.800000
248,312.800000,266.330667,93,24.520000,311.800000
249,312.800000,264.613333,93,24.740000,311.800000
250,312.800000,269.076000,93,24.266667,311.800000
251,312.800000,257.982667,94,24.673333,311.800000
252,312.800000,263.009333,94,24.853333,311.800000
253,312.800000,262.778667,95,24.593333,311.800000
254,312.800000,266.462667,95,24.673333,311.800000
255,312.800000,254.846667,95,24.713333,311.800000
256,312.800000,262.766667,95,24.860000,311.800000
257,312.800000,266.282667,95,24.666667,311.800000
258,313.000000,258.936000,95,25.000000,312.000000
259,313.000000,264.897333,96,24.800000,312.000000
260,313.000000,266.749333,96,24.373333,312.000000
261,313.000000,263.117333,96,24.820000,312.000000
262,313.000000,265.400000,96,24.706667,312.000000
263,313.000000,260.997333,96,24.753333,312.000000
264,313.000000,268.229333,96,24.460000,312.000000
265,313.000000,257.880000,96,25.100000,312.000000
266,313.000000,261.381333,97,24.986667,312.000000
267,313.000000,266.237333,97,24.680000,312.000000
268,313.000000,253.165333,97,25.000000,312.000000
269,313.000000,262.542667,97,24.653333,312.000000
270,313.000000,269.836000,97,24.713333,312.000000
271,313.000000,265.690667,97,24.800000,312.000000
272,313.000000,262.238667,97,25.220000,312.000000
273,313.000000,265.321333,98,24.526667,312.000000
274,313.000000,267.022667,98,25.426667,312.000000
275,313.000000,259.794667,99,24.746667,312.000000
276,313.000000,269.858667,100,25.020000,312.000000
277,313.000000,264.857333,100,24.520000,312.000000
278,313.000000,254.949333,101,25.326667,312.000000
279,313.000000,262.514667,101,24.740000,312.000000
280,313.000000,273.260000,101,24.886667,312.000000
281,313.000000,261.385333,101,24.806667,312.000000
282,313.000000,268.210667,101,25.040000,312.000000
283,313.000000,265.284000,101,24.773333,312.000000
284,313.000000,260.073333,101,24.553333,312.000000
285,313.000000,262.836000,101,25.213333,312.000000
286,313.000000,241.908000,101,24.466667,312.000000
287,313.000000,265.498667,101,25.406667,312.000000
288,313.000000,270.469333,101,24.286667,312.000000
289,313.000000,262.402667,101,25.060000,312.000000
290,313.000000,259.544000,101,24.686667,312.000000
291,313.000000,258.294667,101,24.960000,312.000000
292,313.000000,273.217333,101,24.986667,312.000000
293,313.000000,262.752000,101,24.913333,312.000000
294,313.000000,254.206667,101,24.926667,312.000000
295,313.000000,267.964000,101,25.006667,312.000000
296,313.000000,260.528000,101,24.740000,312.000000
297,313.000000,263.716000,101,24.760000,312.000000
298,313.000000,262.781333,101,24.806667,312.000000
299,313.000000,252.552000,101,24.773333,312.000000
