Generation,BestFitness,AverageFitness,SpeciesCount,AverageComplexity,ChampionSteps
114,417.200000,296.717333,73,25.706667,416.200000
115,417.200000,284.400000,73,25.540000,416.200000
116,417.200000,299.672000,73,25.746667,416.200000
117,417.200000,305.496000,73,25.660000,416.200000
118,417.200000,299.354667,74,25.660000,416.200000
119,417.200000,294.856000,74,25.440000,416.200000
120,417.200000,301.166667,75,25.386667,416.200000
121,417.200000,304.962667,75,25.440000,416.200000
122,417.200000,318.126667,76,25.280000,416.200000
123,417.200000,304.738667,76,25.686667,416.200000
124,417.200000,310.340000,76,25.240000,416.200000
125,417.200000,291.185333,76,25.553333,416.200000
126,417.200000,308.384000,76,25.453333,416.200000
127,417.200000,302.866667,76,25.640000,416.200000
128,417.200000,293.737333,77,25.380000,416.200000
129,417.200000,289.213333,78,25.646667,416.200000
130,417.200000,299.093333,78,25.420000,416.200000
131,417.200000,300.944000,78,25.700000,416.200000
132,417.200000,309.093333,79,25.753333,416.200000
133,417.200000,311.586667,79,25.700000,416.200000
134,417.200000,307.216000,79,25.853333,416.200000
135,417.200000,307.605333,79,25.780000,416.200000
136,417.200000,298.624000,79,25.793333,416.200000
137,417.200000,312.881333,79,25.726667,416.200000
138,417.200000,301.769333,79,25.800000,416.200000
139,417.200000,316.600000,79,25.826667,416.200000
140,417.200000,311.298667,79,25.826667,416.200000
141,417.200000,318.949333,79,25.840000,416.200000
142,417.200000,303.414667,79,25.800000,416.200000
143,417.400000,312.157333,79,25.960000,416.400000
144,417.400000,294.541333,79,25.906667,416.400000
145,417.400000,300.077333,79,25.766667,416.400000
146,417.400000,321.068000,79,25.800000,416.400000
147,417.400000,307.369333,79,25.853333,416.400000
148,417.400000,307.045333,79,25.926667,416.400000
149,417.400000,315.056000,79,25.920000,416.400000
150,417.400000,309.945333,80,25.966667,416.400000
151,417.400000,308.338667,80,25.906667,416.400000
152,417.400000,311.869333,80,25.920000,416.400000
153,417.400000,311.984000,80,25.946667,416.400000
154,417.400000,309.114667,80,26.073333,416.400000
155,417.400000,291.740000,80,26.106667,416.400000
156,417.400000,296.813333,80,26.026667,416.400000
157,417.400000,297.144000,80,26.020000,416.400000
158,417.400000,305.360000,80,25.833333,416.400000
159,417.400000,308.757333,80,25.953333,416.400000
160,417.400000,318.236000,80,26.026667,416.400000
161,417.400000,307.877333,80,26.053333,416.400000
162,417.400000,299.573333,80,25.966667,416.400000
163,417.400000,306.417333,80,26.040000,416.400000
164,417.400000,293.218667,80,25.953333,416.400000
165,417.400000,317.148000,80,25.926667,416.400000
166,417.400000,304.357333,80,25.960000,416.400000
167,417.400000,306.604000,80,26.020000,416.400000
168,417.400000,292.117333,81,26.100000,416.400000
169,417.400000,301.692000,81,26.086667,416.400000
170,417.400000,305.872000,81,26.226667,416.400000
171,417.400000,304.440000,81,26.200000,416.400000
172,417.400000,310.944000,81,26.233333,416.400000
173,417.400000,314.452000,81,26.180000,416.400000
174,417.400000,325.590667,81,26.146667,416.400000
175,417.400000,316.312000,81,26.253333,416.400000
176,417.400000,306.993333,81,26.300000,416.400000
177,417.400000,318.832000,81,26.146667,416.400000
178,417.400000,304.005333,81,26.246667,416.400000
179,417.400000,318.294667,82,26.280000,416.400000
180,417.400000,323.261333,82,26.513333,416.400000
181,417.400000,315.698667,82,26.233333,416.400000
182,417.400000,293.782667,84,26.380000,416.400000
183,417.400000,318.936000,84,26.273333,416.400000
184,417.400000,306.525333,84,26.620000,416.400000
185,417.400000,306.332000,84,26.413333,416.400000
186,417.400000,319.392000,84,26.653333,416.400000
187,417.400000,299.614667,84,26.380000,416.400000
188,417.400000,321.520000,84,26.313333,416.400000
189,417.400000,314.430667,84,26.480000,416.400000
190,417.400000,311.296000,84,26.626667,416.400000
191,417.400000,314.605333,84,26.773333,416.400000
192,417.400000,318.656000,84,26.573333,416.400000
193,417.400000,290.634667,84,26.593333,416.400000
194,417.400000,309.398667,84,26.733333,416.400000
195,417.400000,313.465333,84,26.453333,416.400000
196,417.400000,313.950667,84,26.706667,416.400000
197,417.400000,307.360000,85,26.433333,416.400000
198,417.400000,298.398667,85,26.913333,416.400000
199,417.400000,302.240000,85,26.833333,416.400000
200,417.400000,291.282667,85,26.706667,416.400000
201,417.400000,330.117333,85,26.786667,416.400000
202,417.400000,310.506667,85,26.853333,416.400000
203,417.400000,298.378667,85,26.766667,416.400000
204,417.400000,309.441333,85,26.513333,416.400000
205,417.400000,325.244000,85,26.746667,416.400000
206,417.400000,318.902667,85,26.733333,416.400000
207,417.400000,313.697333,85,26.700000,416.400000
208,417.400000,309.109333,86,27.180000,416.400000
209,417.400000,294.774667,87,27.080000,416.400000
210,417.400000,314.402667,88,27.000000,416.400000
211,417.400000,319.770667,88,26.706667,416.400000
212,417.400000,306.905333,89,27.240000,416.400000
213,417.400000,310.164000,89,27.040000,416.400000
214,417.400000,320.638667,89,27.173333,416.400000
215,417.400000,329.304000,90,26.893333,416.400000
216,417.400000,331.864000,90,27.473333,416.400000
217,417.400000,319.770667,90,26.826667,416.400000
218,417.400000,322.476000,90,26.986667,416.400000
219,417.400000,318.061333,90,27.260000,416.400000
220,417.400000,319.460000,90,27.140000,416.400000
221,417.400000,322.096000,90,26.993333,416.400000
222,417.400000,329.277333,90,27.466667,416.400000
223,417.400000,319.328000,90,27.460000,416.400000
224,417.400000,315.084000,90,26.973333,416.400000
225,417.400000,308.500000,90,27.460000,416.400000
226,417.400000,317.500000,90,26.793333,416.400000
227,417.400000,315.212000,91,27.313333,416.400000
228,417.400000,323.473333,91,27.666667,416.400000
229,417.400000,319.380000,92,27.286667,416.400000
230,417.400000,307.592000,92,27.546667,416.400000
231,417.400000,330.080000,92,27.813333,416.400000
232,417.400000,312.662667,92,27.586667,416.400000
233,417.400000,322.610667,92,27.626667,416.400000
234,417.400000,329.326667,92,27.446667,416.400000
235,417.400000,324.830667,93,27.753333,416.400000
236,417.400000,330.933333,93,27.433333,416.400000
237,417.400000,322.198667,93,27.413333,416.400000
238,417.400000,327.288000,93,27.140000,416.400000
239,417.400000,319.709333,93,27.493333,416.400000
240,417.400000,330.726667,93,27.453333,416.400000
241,417.400000,322.898667,93,27.473333,416.400000
242,417.400000,322.757333,93,27.560000,416.400000
243,417.400000,331.562667,93,27.526667,416.400000
244,417.400000,316.058667,93,27.506667,416.400000
245,417.400000,320.693333,93,27.693333,416.400000
246,417.400000,325.213333,93,27.753333,416.400000
247,417.400000,328.716000,93,27.386667,416.400000
248,417.400000,307.557333,93,27.873333,416.400000
249,417.400000,319.349333,93,27.113333,416.400000
250,417.400000,329.586667,93,27.386667,416.400000
251,417.400000,317.650667,93,27.380000,416.400000
252,417.400000,328.089333,94,27.720000,416.400000
253,417.400000,339.190667,95,27.626667,416.400000
254,417.400000,328.872000,95,27.533333,416.400000
255,417.400000,331.120000,95,27.880000,416.400000
256,417.400000,321.714667,96,27.493333,416.400000
257,417.400000,319.996000,96,27.533333,416.400000
258,417.400000,325.876000,97,27.553333,416.400000
259,417.400000,328.212000,97,27.726667,416.400000
260,417.400000,328.057333,97,27.720000,416.400000
261,417.400000,317.726667,97,27.593333,416.400000
262,417.400000,326.592000,97,27.820000,416.400000
263,417.400000,330.276000,97,27.693333,416.400000
264,417.400000,331.392000,97,27.440000,416.400000
265,417.400000,328.412000,97,28.153333,416.400000
266,417.400000,319.662667,98,27.680000,416.400000
